sentence_id,review_id,sentence,context_before,context_after,sentence_index,annotations_json,annotation_status,source_dataset,source_record_index
HTL_S0485,HTL_R01240,"这个酒店我客人说还不错,我自己没住过，但他是很满意的",,,0,,unlabeled,ChnSentiCorp_htl_all,1240
HTL_S0486,HTL_R06618,差到一定程度了不如一个好的二星或没星的宾馆呢,,,0,,unlabeled,ChnSentiCorp_htl_all,6618
HTL_S0487,HTL_R01552,"不错的酒店,装修和风格都很好,是郑州最好的酒店了.",,"可惜没有时间好好住,因为是晚上到了都一点半了.",0,,unlabeled,ChnSentiCorp_htl_all,1552
HTL_S0488,HTL_R04377,设施较旧，但环境不错，价格还可以，没有早餐是件遗憾的事。,,,0,,unlabeled,ChnSentiCorp_htl_all,4377
HTL_S0489,HTL_R04172,周边环境不好，虽然在五环边上，但交通也不十分便捷，初次去，恐怕不太好找。,,不过酒店本身还不错，挺新的，停车也很方便。,0,,unlabeled,ChnSentiCorp_htl_all,4172
HTL_S0490,HTL_R07448,上次出差住的套房，以下几点感受：1，房间大；2，装修很一般；3，好像没有卫星电视节目，上了两晚上网；4，早餐极其一般，就餐环境像食堂；5，附近什么设施也没有；,,,0,,unlabeled,ChnSentiCorp_htl_all,7448
HTL_S0491,HTL_R01447,宾馆反馈2007年10月10日：首先我们感谢您对酒店提出宝贵意见。,"酒店当时的团体客户多,所以临近假日,感觉散户有点不被重视了.",酒店管理层非常重视客人的每一条意见和建议，总经理已敦促有关部门进行整改。,1,,unlabeled,ChnSentiCorp_htl_all,1447
HTL_S0492,HTL_R07083,千万不要相信酒店宣传的什么“环保”！！,,房间的味道非常重！,0,,unlabeled,ChnSentiCorp_htl_all,7083
HTL_S0493,HTL_R05436,实在一般，这样的酒店还要这个价钱，令人费解！,,,0,,unlabeled,ChnSentiCorp_htl_all,5436
HTL_S0494,HTL_R04383,竟然客房部敲门问什么时候可以打扫房间?,对于5星酒店得客户要求还是差的较远.,"每天基本都是,很无奈,只能离开酒店让他们打扫!",6,,unlabeled,ChnSentiCorp_htl_all,4383
HTL_S0495,HTL_R06728,确实不太像三星的，不知道信阳其他三星酒店怎么样。,,补充点评2008年3月13日：家具比较老旧，不太喜欢，而且空调也不太好。,0,,unlabeled,ChnSentiCorp_htl_all,6728
HTL_S0496,HTL_R03662,还不错，有水果送，房内有电脑，而且早餐还可以，房间比较大，水龙头旁有饮水龙头，基本还是很满意的,,,0,,unlabeled,ChnSentiCorp_htl_all,3662
HTL_S0497,HTL_R00578,环境交通都不错，房间也可以，下次还会再来,,,0,,unlabeled,ChnSentiCorp_htl_all,578
HTL_S0498,HTL_R03000,"观海木楼建筑别致,风景优美,环境幽静,绝佳的度假胜地,8628房间位置极好.",,"只是每天不是24小时热水供应,很不方便.",0,,unlabeled,ChnSentiCorp_htl_all,3000
HTL_S0499,HTL_R03725,对该酒店还是比较满意的不管在硬件设施还是软件设施上都是不错的和该酒店的星级还是满符合的,,,0,,unlabeled,ChnSentiCorp_htl_all,3725
HTL_S0500,HTL_R07161,那是什么破酒店，你们携程也对外推荐啊，那里面那个破。,,服务极差，我入驻708，房间门是用纸胡的，洗脸盆下水坏了了。,0,,unlabeled,ChnSentiCorp_htl_all,7161
HTL_S0501,HTL_R04018,入住手续较快，房间还不错，比较新，当然，隔音稍微差了点。,位置还可以，就是难找了点，在胡同里。,总体还好。,1,,unlabeled,ChnSentiCorp_htl_all,4018
HTL_S0502,HTL_R07353,想的这么周全，为什么不提供饮用水呢？,（2）房间内收费的物品非常多，拖鞋（有免费拖鞋），袜子，等等，还有会动的套套，盒子上的文字这么写的。,即使按平价收费，顾客也是情愿的。,4,,unlabeled,ChnSentiCorp_htl_all,7353
HTL_S0503,HTL_R04036,如果不想在神仙居景点玩2天以上，那还是应该选择近市区的酒店，否则过了5点以后就要坐出租车上山喽，嘿嘿！,,还有就是房间内有跳蚤，被咬了好几口。,0,,unlabeled,ChnSentiCorp_htl_all,4036
HTL_S0504,HTL_R02988,"地理位置很好,房间不错,早餐丰富,总体很满意.",,下次还会去住.,0,,unlabeled,ChnSentiCorp_htl_all,2988
HTL_S0505,HTL_R05972,"房间的味道很重,感觉脏西西的。",不是很好找.,估计是卫生人员不勤于打扫.,4,,unlabeled,ChnSentiCorp_htl_all,5972
HTL_S0506,HTL_R07367,太差了，空调的噪音很大，设施也不齐全，携程怎么会选择这样的合作伙伴,,,0,,unlabeled,ChnSentiCorp_htl_all,7367
HTL_S0507,HTL_R06469,然后想到室内游泳池游泳，又被告知游泳池在维修不开放，无奈之下只能顶着烈日外出游览，中午回酒店因太热实在没胃口，到中餐厅想要一碗面吃，结果被告知点心师傅下班了，只能吃炒菜，但这家的炒菜我前一天晚上已经领教过了，味道极差，海鲜里还满是泥沙，前一晚就为海鲜里的泥沙换了菜。,这是我入住这么多酒店以来最不满意的一次经历，入住的第二天早上股市开市时宽带坏了，请网管来修理，结果看了看以后说是光纤坏了，要上网的话自己带电脑到大堂吧上无线，为此股票晚抛半小时，盈利严重缩水。,回到房间宽带仍未修好，一怒之下找大堂经理投诉。,1,,unlabeled,ChnSentiCorp_htl_all,6469
HTL_S0508,HTL_R01482,"但是酒店的餐厅只接受现金,很不方便.","酒店的整体感觉一般,但是前台的小姐和先生很热情.",希望能把帐转入房间号中.,1,,unlabeled,ChnSentiCorp_htl_all,1482
HTL_S0509,HTL_R01373,"前台服务态度非常好,房间大小清洁也都不错退房当天早上才通知延至下午三点退房也ok.",,离万象城近有机会还是会入住.,0,,unlabeled,ChnSentiCorp_htl_all,1373
HTL_S0510,HTL_R04912,"只是有一点不太舒服的,就是前台的服",楼层的服务员态度非常好.,,8,,unlabeled,ChnSentiCorp_htl_all,4912
HTL_S0511,HTL_R06095,宽带倒是免费的，不过晚上有小姐电话骚扰、,早餐在前面的投资大厦一楼的咖啡厅吃，不方便，并且，早餐看似品种很多，只是看来看去，实在没有什么可以吃的。,,6,,unlabeled,ChnSentiCorp_htl_all,6095
HTL_S0512,HTL_R04929,服务很好，小姐总是面带微笑。,住的是行政楼层，行政酒廊的餐食很好。,房间很舒适。,1,,unlabeled,ChnSentiCorp_htl_all,4929
HTL_S0513,HTL_R06324,"而且装修很旧,只能讲究点","酒店的装修颜色实在比较恐怖,黄的,红的,橙色,真的很难看.",,1,,unlabeled,ChnSentiCorp_htl_all,6324
HTL_S0514,HTL_R04995,很好的四星级酒店，价格便宜，值得再住。,,房间热气足，只是标房的卫生间小了点，但也够用了。,0,,unlabeled,ChnSentiCorp_htl_all,4995
HTL_S0515,HTL_R06963,老板很热情，店里搞网络的小伙子服务也很周到，还是那位可爱纯朴的服务员“葫芦”。,这家的位置还不错，去景点比较方便。,但是设施实在是太差了，不知老板什么本事居然搞了牌三星，我看就是一个农家乐吧。,1,,unlabeled,ChnSentiCorp_htl_all,6963
HTL_S0516,HTL_R03289,"中午到酒店,大堂马上送上欢迎项链,冰毛巾,和非常好喝的饮料.",25-27通过携程订的豪华园景连住3晚.,"只是由于没有打扫完,让我们等了一个小时.",1,,unlabeled,ChnSentiCorp_htl_all,3289
HTL_S0517,HTL_R01172,可能住标准客房更实惠些。,只是看出去的白鹭洲公园景色一般。,,3,,unlabeled,ChnSentiCorp_htl_all,1172
HTL_S0518,HTL_R07284,甚至于因为这间房差点都不想再用携程的订房服务。,我于2008，01，15入住，房间消毒水味很浓，很冷，开了空调，盖两张床的被子还是没点暖意，其他设施皆破旧，绝不会再入住！,,1,,unlabeled,ChnSentiCorp_htl_all,7284
HTL_S0519,HTL_R01384,豪门对过生日的客人还是很不错的，有11朵玫瑰，还有一瓶圣彼得堡干红，那张有着很多工作人员签名的贺卡会让你觉得温馨。,,,0,,unlabeled,ChnSentiCorp_htl_all,1384
HTL_S0520,HTL_R03922,我于日前入住该酒店，因为去机车厂办事，所以应该是个最近的选择，酒店本身没什么可以说的，硬件较老了，但在我离开之后的一件事让我非常感动。,,当天我离开酒店后便回到上海，整理行李时发现遗忘了一根数据线在酒店，急忙电话联络总台，是一位张小姐接的电话，经过确认已被保管，便请张小姐帮忙寄回上海，2天后酒店还专门派人来电询问，令我非常感动。,0,,unlabeled,ChnSentiCorp_htl_all,3922
HTL_S0521,HTL_R04987,谢谢宾馆的总经理：吴佩英，送来代表宾馆的贺卡和祝福．总得来说服务还是不错的．补充点评2008年8月10日：我会推荐给我的朋友们的．,入住了三天，真的不错，早餐很丰富，中西都有，特别是很受我们大城市人的喜爱．六楼的中餐就差了点，海鲜不多，且价格还是高了点，但观景桌只有４个少了点，晚去就坐不到了．茶餐厅的小吃还是可以，人气也比较旺．客房１楼是完全没有阳台的，二楼以上每层也只有８个阳台，订房时还是最好问清楚．客房的颜色很浪漫．宾馆的地理位置是没话好说了，确实不错，靠海每间客房都能看到对岸的鼓浪屿，渡口就在对面，中山路就在边上．本人恰好有天生日，宾馆还是很人心化，送了个小小的生日蛋糕，身在他乡感觉还是有点惊喜！,,1,,unlabeled,ChnSentiCorp_htl_all,4987
HTL_S0522,HTL_R06840,"服务人员态度差,可能根本没有服务意识,特别是管餐厅的那个负责人(女的,MS是汉族的),我们吃早饭时因为导游未与酒店","卫生间里没有单独的淋浴间,正对着台盆的墙壁上装个花洒就是淋浴了,所以每次洗完澡整个卫生间都是湿漉漉的,感觉非常不好.",,2,,unlabeled,ChnSentiCorp_htl_all,6840
HTL_S0523,HTL_R06807,"我想出差在外的朋友们也不会碰到这类的事吧,然后打电话给客服,过了好久才来了个服务员,说来开冰箱,因为等了好久,一气之下,叫他把负责人叫来,又过好久才来,解释到因为今天有什么团体,要把房间消费的东西都拿走,我想我下午入住,住的时候还没拿走,晚上就锁了,我和老板3人一起开了3间房,就我被锁了,下面开房间的人是不是傻了啊,以后不打算去了,周围还有很多可以选择.",.,,4,,unlabeled,ChnSentiCorp_htl_all,6807
HTL_S0524,HTL_R01399,"房间很大很干净,服务也很好,五星里面算很便宜的.",,下次还会来的.,0,,unlabeled,ChnSentiCorp_htl_all,1399
HTL_S0525,HTL_R03054,方便之处在于可直接从酒店旁的小路进入东方绿舟园区，无需门票。,酒店位于东方绿舟边缘，环境优美，空气清新。,,1,,unlabeled,ChnSentiCorp_htl_all,3054
HTL_S0526,HTL_R00744,独立的淋浴房空间也很大。,很方便。,以后还会选择的,4,,unlabeled,ChnSentiCorp_htl_all,744
HTL_S0527,HTL_R03136,这个酒店相对来说还是很不错的，隔音效果很好，服务也不错，硬件设施也相对不错，值得推荐。,,,0,,unlabeled,ChnSentiCorp_htl_all,3136
HTL_S0528,HTL_R03992,就是房价太贵，三楼的餐厅也不错，价格也蛮贵的。,上次出差住了，主动免费升级了家庭套房，很不错，就是电脑太慢，系统也很老，不好使，有室外游泳池，不错的，出脚也方便，走几分钟路程就到狮子桥美食街，地铁站也很方便！,,1,,unlabeled,ChnSentiCorp_htl_all,3992
HTL_S0529,HTL_R07429,如果前台问你们别墅的房间可以不可以，一定不能同意。,酒店前台的服务意识很差，态度极为不好，明明有制冷好的主楼房间，就是不给携程的客户住。,补充点评2008年7月15日：另外，早餐不太好，我们一般7点半去吃就没剩什么东西了，和团餐标准一样简单的不能再简单了。,2,,unlabeled,ChnSentiCorp_htl_all,7429
HTL_S0530,HTL_R07029,酒店的小姐反复打电话到房间拉生意!,可以肯定是食物中毒!,实在是更加降低了酒店档次!,14,,unlabeled,ChnSentiCorp_htl_all,7029
HTL_S0531,HTL_R06436,浴巾的边沿部分都磨烂了，被子也感觉洗了很多次旧旧的。,这是我第一次入住如家，不知道是不是这家酒店的使用率太高了，设施都比较陈旧。,周六外出游玩回来的时候竟然发现浴室的梳子没有更换、香皂没有更换，黄色牙刷的刷头与握柄中间竟然有黑黑的东西，看起来好脏。,3,,unlabeled,ChnSentiCorp_htl_all,6436
HTL_S0532,HTL_R05064,只可惜硬件设施不完备，加上路边的噪音，给本来应是很完美的酒店留下了一点遗憾，希望如家的加盟店更上一层楼。,,,0,,unlabeled,ChnSentiCorp_htl_all,5064
HTL_S0533,HTL_R02183,既能享受逛西街的便利，又能得到安逸的睡眠，确实是不错。,因为吸取了其他携友的经验，住在靠居民区那边的房间，十分安静。,BTW，酒店房间能达到标三星的大小，比桂林四季春天所谓的四星标准要大，空间的大小也算比较放松舒适补充点评2008年8月2日：美中不足：没有电梯，不过服务生可免费提供行李提上提下服务,4,,unlabeled,ChnSentiCorp_htl_all,2183
HTL_S0534,HTL_R03089,如能改善热水系统，还是性价比很好的。,如果浴室的热水系统欠缺，出不了热水，而很缓慢。,,1,,unlabeled,ChnSentiCorp_htl_all,3089
HTL_S0535,HTL_R00515,建议大家可以考虑不远的粤海。,房间的卫生间不错，水压很大水温舒适，也非常大没有局促感。,,6,,unlabeled,ChnSentiCorp_htl_all,515
HTL_S0536,HTL_R01787,下次来，肯定还定这里。。。,.,,3,,unlabeled,ChnSentiCorp_htl_all,1787
HTL_S0537,HTL_R05309,感谢入住两天那位男服务员对我的帮助谢谢!!,很有艺术性!,,3,,unlabeled,ChnSentiCorp_htl_all,5309
HTL_S0538,HTL_R05513,"有骚扰电话补充点评2008年4月6日：停车场没有灯,还污水满地留,建议取消该店","房间环境尚可,卫生让人担忧,床单圬迹斑斑!",,1,,unlabeled,ChnSentiCorp_htl_all,5513
HTL_S0539,HTL_R06111,"酒店服务人员态度不是很好,卫生一般,也因为价格不贵,所以如果下次有机会可能还会入住.",,,0,,unlabeled,ChnSentiCorp_htl_all,6111
HTL_S0540,HTL_R03024,"就是离市区远了些,出门不是很方便.",,周边基础设施比较少点.,0,,unlabeled,ChnSentiCorp_htl_all,3024
HTL_S0541,HTL_R06386,"唯一只发现这里交通比较便利,其他的优点一个也没有发现了.",住了两天.,,5,,unlabeled,ChnSentiCorp_htl_all,6386
HTL_S0542,HTL_R06073,在携程订的酒店中，这间的感觉最不好。,设施陈旧，看上去不干净。,,1,,unlabeled,ChnSentiCorp_htl_all,6073
HTL_S0543,HTL_R06733,听当地公安机关说其士酒店服务人员不是特别厚道，据说已经出现过案件。,,建议换，信阳的阳光宾馆就不错，四星，建议重新考察。,0,,unlabeled,ChnSentiCorp_htl_all,6733
HTL_S0544,HTL_R07560,宾馆前台的服务极差，竟然将携程网本人的客房订单弄丢，最终又经历了三次换房经验，惨痛的教训啊！,,早餐比太阳神饭店稍好吧！,0,,unlabeled,ChnSentiCorp_htl_all,7560
HTL_S0545,HTL_R05077,"房间和服务都还可以,后面有比较大的停车场,非常方便驾车者;对于旅行者来说,可能经常打的士了.",,,0,,unlabeled,ChnSentiCorp_htl_all,5077
HTL_S0546,HTL_R04101,"入住时碰到一群北京来的醉鬼在大堂舞醉拳,有个哥们指着女接待员的鼻子在骂""你妈X"",而且骂了好多次,还威胁要砸场子.",,居然没有一个保安出来阻止.,0,,unlabeled,ChnSentiCorp_htl_all,4101
HTL_S0547,HTL_R04385,"关于PriorityClub之事,当时承诺1个月卡会寄存",,,0,,unlabeled,ChnSentiCorp_htl_all,4385
HTL_S0548,HTL_R06967,房间的确很小；设施有些陈旧；服务一般；环境一般（在胡同里，交通不是很方便，不过附近有个地铁站）；卫生不错，蛮干净的。,,,0,,unlabeled,ChnSentiCorp_htl_all,6967
HTL_S0549,HTL_R07391,万杰国际不能刷卡是件令人最难以接受的事情，房间电视时长不能使用，网络还收费更让人难以接受。,,,0,,unlabeled,ChnSentiCorp_htl_all,7391
HTL_S0550,HTL_R01875,酒店位置比较适中，离咱们公司客户近，开会开得晚或一大早过去开会都很方便。,,,0,,unlabeled,ChnSentiCorp_htl_all,1875
HTL_S0551,HTL_R05242,"此酒店地理位置不错,有点闹中取静的感觉,出门交通比较方便;最高兴的是酒店免费给我们升级到了最顶层的套房,太好了,有大大的客厅,房间也不小,在香港从未住过如此大房间的宾馆,连住了两天都不想离开,还想继续住下去,下次还会选择YMCA",,,0,,unlabeled,ChnSentiCorp_htl_all,5242
HTL_S0552,HTL_R05844,尽管是四星的宾馆，但这里的服务员都不会笑，不知是何原因！！,,早餐差劲不说，冰冷的馒头要求打热一下都遭到拒绝。,0,,unlabeled,ChnSentiCorp_htl_all,5844
HTL_S0553,HTL_R02087,酒店工作人员在我不在客房时帮我把袜子洗了，鞋吹干了。,我去的时候烟台大雨，鞋和袜子都湿漉漉的。,还留了字条说明情况，字条我到现在还留着，服务员是吕淑红。,9,,unlabeled,ChnSentiCorp_htl_all,2087
HTL_S0554,HTL_R07388,住了特价的房间，实在是差的没法说了，房间小得完全出乎意料，像个剩余的角落留出来的空间弄了这么一个房间。,,还有停车场，实在不方便，而且地下三层，而且非常的陈旧，去停车场的电梯怕怕。,0,,unlabeled,ChnSentiCorp_htl_all,7388
HTL_S0555,HTL_R07601,"下次去住香格里拉,可能要通过亿龙网定了.",补充点评2007年12月9日：携程为什么不把对面的香格里拉发展为伙伴呢?,,4,,unlabeled,ChnSentiCorp_htl_all,7601
HTL_S0556,HTL_R04148,虽然酒店本身不能算是一家五星级酒店，但是从各方面来看，应该是珠海最好的酒店了，房间大而且也很清洁，配套基本上也齐，服务也到位，就是有一些小问题希望能解决，特别是房间跟通道的隔音做的不是太好，而且门缝透光，晚上睡觉的时候还歉帕艘徽蟆?,,"><inputTYPE=补充点评2007年11月5日：想说的是晚上睡觉的时候还是受到了骚扰,另外补充早餐也做得挺好,一道炸鱼是我在广东吃过最好的.",0,,unlabeled,ChnSentiCorp_htl_all,4148
HTL_S0557,HTL_R02569,"这个酒店夏天的性价比还算可以,冬天另说.",.,"位置不错,正对大东海广场,大堂很好很大,典型的三亚式风格,门窗都是永远开的,我住的是别墅,房间还算大,电视小点,不过也没时间看.",3,,unlabeled,ChnSentiCorp_htl_all,2569
HTL_S0558,HTL_R01254,酒店设施较好，地理位置靠近中关村，周边饮食餐饮很方便。,,自助早餐很丰富，但是价钱比较贵。,0,,unlabeled,ChnSentiCorp_htl_all,1254
HTL_S0559,HTL_R06850,补充点评2008年6月21日：酒店弥漫着烟酒味道，每天如此，特别是像那种醉酒的人吐了之后的味道，很不舒服。,1、酒店比较陈旧，房间小；2、临街的房间噪音很大，从早到晚汽车、摩托车喇叭声不绝，路人高声讲话至深夜，无法安静休息。,,1,,unlabeled,ChnSentiCorp_htl_all,6850
HTL_S0560,HTL_R02599,入住湘电酒店：1、房间舒适，一觉到大天亮；2、离景区非常近，凭《度假休闲客人证》可多次出入景区；3、免费机场接机，省心省事；4、大堂周经理等人的服务态度一流，有宾至如归的感觉。,4月中旬，恰逢阴雨连绵，张家界别样的山水风光令人流连忘返。,其它：1、宾馆部分尚在装修，稍有杂乱地方；2、记得带上两张一寸照片，做《度假休闲客人证》用。,1,,unlabeled,ChnSentiCorp_htl_all,2599
HTL_S0561,HTL_R03222,"住的是嘉士房,可以在房内泡泡温泉,还不错,",,,0,,unlabeled,ChnSentiCorp_htl_all,3222
HTL_S0562,HTL_R04857,整体印象非常好，只是卫生间隔音太差，楼上洗澡发出的哗哗的水声恍若就在眼前。,,不过卫生间够大，小沙发也很舒服，服务也不错，还是会来住的！,0,,unlabeled,ChnSentiCorp_htl_all,4857
HTL_S0563,HTL_R04724,酒店的大堂比较小，但是环境和卫生都比较满意，房间也不错，除了浴缸有点老旧外。,,还提供免费的国内长途和市内电话。,0,,unlabeled,ChnSentiCorp_htl_all,4724
HTL_S0564,HTL_R05395,"原来去重庆出差一直住这个酒店,早餐虽然差点也就算了,但是最近一次,他们的行为让我实在不敢恭维.",,"明明我没有消费的东西,硬说是我消费的,让我很不爽,以后不住了.",0,,unlabeled,ChnSentiCorp_htl_all,5395
HTL_S0565,HTL_R02065,"地理位置有点偏,出行除打车外不是很方便,离地铁站也有点距离",,,0,,unlabeled,ChnSentiCorp_htl_all,2065
HTL_S0566,HTL_R06893,酒店地理位置较好，离南京西路近在咫尺，但是酒店的设施太过简陋，商务酒店之名不符实。。。,,,0,,unlabeled,ChnSentiCorp_htl_all,6893
HTL_S0567,HTL_R06101,"入住前询问态度还不错,但是朋友说房间莲蓬头水很小,还漏水,吵的睡不著,隔天要求退房,也许是不同服务人员,态度很差",,,0,,unlabeled,ChnSentiCorp_htl_all,6101
HTL_S0568,HTL_R06100,开始给了间房间居然没有窗户，换，地方小多了，价格还不变，携程的价格跟门市价是一样的。,走廊超长，吃不消啊。,装修也比较一般，墙上的涂料都受潮往下掉呢，看着很斑驳的样子。,4,,unlabeled,ChnSentiCorp_htl_all,6100
HTL_S0569,HTL_R04451,"大床房很舒服,宽敞,干净,安静,早餐一般.",,"去的时候他们在搞活动,住一天送一天,门市价也只要245,只比携程价高几块钱,要不是赶时间,真想多住一天.",0,,unlabeled,ChnSentiCorp_htl_all,4451
HTL_S0570,HTL_R05358,很少上来点评，但是为了让大家有个正确地认识，我愿意花点时间来点评下：我的建议是请你选择别的酒店，因为此酒店较陈旧，最重要的是房间的隔音效果非常差，我本人非常的不适应，当然如果您对噪音觉得无所谓的话，此酒店还是可以的。,,,0,,unlabeled,ChnSentiCorp_htl_all,5358
HTL_S0571,HTL_R06844,"酒店的硬件真的很不怎样,房间的隔音奇差无比,隔壁洗澡的声音、说话的声音都很清楚，走廊里人走路、开门、关门的声音也很清楚，一晚上都睡不好觉",,,0,,unlabeled,ChnSentiCorp_htl_all,6844
HTL_S0572,HTL_R05550,如果有零分第一个打给它。,这是我遇上的最差的酒店。,,3,,unlabeled,ChnSentiCorp_htl_all,5550
HTL_S0573,HTL_R03522,比较清静，环境还好，我住的一楼房间比较潮湿有霉味，蚊子较多,,,0,,unlabeled,ChnSentiCorp_htl_all,3522
HTL_S0574,HTL_R06583,靠街道面的噪音很大，特别是二楼。,房间3楼不靠街道的那面较好，虽然后面有市场，但是双窗，关闭后噪音还好。,附近吃饭的地方很少。,2,,unlabeled,ChnSentiCorp_htl_all,6583
HTL_S0575,HTL_R07112,还有就是墙面很脏、鼻涕之类的到处是，还好离得床比较远。,还有地毯真的不如换成木质地板或者直接大理石，那颜色和脏度真的很不舒服。,二楼房间安静倒是不错。,6,,unlabeled,ChnSentiCorp_htl_all,7112
HTL_S0576,HTL_R01284,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,,,0,,unlabeled,ChnSentiCorp_htl_all,1284
HTL_S0577,HTL_R02889,"美中不足的是酒店大堂的各种活动太多,,房产销售,,结婚的,,公司开业的,,全来,乱轰轰的,,太吵.","此次因为天气冷,又有大雾,所以两天的用餐都在酒店5楼的餐厅,,菜不错,,价格也适中.",,2,,unlabeled,ChnSentiCorp_htl_all,2889
HTL_S0578,HTL_R05892,携程的描述是错误的，根本不是什么“高级商务酒店”，应该是和莫泰168一样的“炮店”，整个房间是红色基调装饰，和妓院差不多，床的确是圆的，晚上竟然有蟑螂，退房时前台搞不清如何将预授权转为消费，折腾了很久，期间不停的提出要用现金结算等方案，在本人的坚持下终于消费成功，哎，打死都不住咯！！！,,,0,,unlabeled,ChnSentiCorp_htl_all,5892
HTL_S0579,HTL_R00417,到半夜无奈要求换房，后来也同意了。,不过房间有些状况。,总体感觉还是不错的。,5,,unlabeled,ChnSentiCorp_htl_all,417
HTL_S0580,HTL_R06059,办理行李寄存只有1个人，7到8个客户等着提和寄，等了约20分钟。,我住的豪华标间，装潢有点旧，较简单。,退房也只有1个开票和结算的人，12点办理时，有10位左右的客户在等待，总台服务小姐说;领导只有安排一台电脑办理退房开票手续，结果我等了足足30分钟才办完。,2,,unlabeled,ChnSentiCorp_htl_all,6059
HTL_S0581,HTL_R03088,房间很干净，条件比较好，上网速度很快，早餐很丰盛，但在徐州这个位置，价格偏高，要是在200以内就好了。,,,0,,unlabeled,ChnSentiCorp_htl_all,3088
HTL_S0582,HTL_R07402,真的很差，本来是为了考试离考点近一点才住的，基本上没有服务，房间阴暗一股怪味，本来定的是大床房非说是标准间，总之是一肚子的气，定了两天住了一天就走了。,,,0,,unlabeled,ChnSentiCorp_htl_all,7402
HTL_S0583,HTL_R07152,房间的卫生间较差，不尽人意。,,总的感觉不是很好。,0,,unlabeled,ChnSentiCorp_htl_all,7152
HTL_S0584,HTL_R03823,房间很古典，很有味道~交通不是很方便哦~适合度假跟调节心情~据说月亮河是那里的富人区呢~,特别幽静，风景怡人，还可以看到孔雀，鸟鸣在那里不是什么奇事。,,2,,unlabeled,ChnSentiCorp_htl_all,3823
HTL_S0585,HTL_R01673,每次预定房间时我都要求要无烟房/无烟层，但是每次到酒店check-in的时候都说没了，因为在住的客人延期不退房了。,酒店的硬软件都还好。,每次都那么巧？？？,1,,unlabeled,ChnSentiCorp_htl_all,1673
HTL_S0586,HTL_R02240,"当时我告诉了服务员,他拿了纸巾从容的去抓小强,看他的表情感觉已经不是第一次了,而且也没人对我表示报歉宾馆反馈2008年7月16日：首先非常感谢阁下入住我们酒店，并给予我们中肯的评价。",.,"关于阁下反映的中餐厅夜宵供应时间不方便的问题，中餐厅的营业时间是：8:00-14:30,17:00-22:30。",9,,unlabeled,ChnSentiCorp_htl_all,2240
HTL_S0587,HTL_R00309,环境优雅，但蚊子剧多，光被我打死的就有二三十支，漏网者中尚有吞舟之鱼。,,酒店有接机服务，但所派来的司机向我推荐次日包车一日游，只需150块。,0,,unlabeled,ChnSentiCorp_htl_all,309
HTL_S0588,HTL_R06383,价格还算可以，最近搞活动吧，160一间，不过数量很少！,气死了，先不理他，后来和携程投诉，态度比较满意，答应再次入住给予免费升级到更高一级的房间，可是第二次去的时候竟然没有任何区别，原来该酒店只有这一种房间，只是便宜的房间数量少，诶，不过地理位置还算凑合吧，门口有几个停车位，就在三环边上，不过离中关村可就远了，想到中关村办事的我看见就算了，离北京电视台和北外，中国青年政治学院，北京理工大学，中央民族大学很近，去这些地方办事的，住在这里很方便。,房间硬件还说的过去，不过我住的时候，床上居然还有几根头发，算了，也不算什么大问题。,2,,unlabeled,ChnSentiCorp_htl_all,6383
HTL_S0589,HTL_R05200,"设施不新,房间大小适中,都是侧看海景,有无烟层.",,"早餐比较普通,选择不多.",0,,unlabeled,ChnSentiCorp_htl_all,5200
HTL_S0590,HTL_R03247,去几个朋友一起订的，因为要去吃蟹，窗边看湖还是风景不错的，硬件有待提高，服务还是不错的，接待我们的上海经理谈吐素质也挺高的,,,0,,unlabeled,ChnSentiCorp_htl_all,3247
HTL_S0591,HTL_R04357,在运城应该是不二的选择了！,设施也不错，特别是洗衣的服务很周到，我告诉他们我第二天早上8点要退房，第二天早上7点40准时把我的衣服送来了。,,2,,unlabeled,ChnSentiCorp_htl_all,4357
HTL_S0592,HTL_R04119,虽然外观不是很起眼，但房间内部还是不错的，毕竟是挂牌四星，该有的都有，浴袍也很舒服，酒店的早餐品种很多，地理位置的话算是市中心，但不是景点的中心，好在厦门城市不大，打车去各景点基本上不超过１５元．值得推荐的酒店．,,,0,,unlabeled,ChnSentiCorp_htl_all,4119
HTL_S0593,HTL_R07314,酒店很安静，去旅游区很适合住这里，步行几分钟就是景区的秦堰楼入口。,,在市里办事就远了。,0,,unlabeled,ChnSentiCorp_htl_all,7314
HTL_S0594,HTL_R03363,酒店就在中央大街上，到松花江和索菲亚大教堂只需要步行就可以了，就冲着这一点定的。,,酒店挺老的，虽然性价比不是很高，但是房间重新装修过了，还是比较舒适的。,0,,unlabeled,ChnSentiCorp_htl_all,3363
HTL_S0595,HTL_R00899,不过感觉苏州的整体风格也是如此。,第一次入住这里，觉得整体上像是住在花园里面。,免费升级到了一个稍大的房间。,1,,unlabeled,ChnSentiCorp_htl_all,899
